_id,"device_id",Unknown_morning,Unknown_afternoon,Unknown_evening,Communication_morning,Communication_afternoon,Communication_evening,Social_morning,Social_afternoon,Social_evening,Travel_morning,Travel_afternoon,Travel_evening,Productivity_morning,Productivity_afternoon,Productivity_evening,Weather_morning,Weather_afternoon,Weather_evening,Finance_morning,Finance_afternoon,Finance_evening,Entertainment_morning,Entertainment_afternoon,Entertainment_evening,Books_morning,Books_afternoon,Books_evening,Personalization_morning,Personalization_afternoon,Personalization_evening,Lifestyle_morning,Lifestyle_afternoon,Lifestyle_evening,Game_morning,Game_afternoon,Game_evening,Health_morning,Health_afternoon,Health_evening,Libraries_morning,Libraries_afternoon,Libraries_evening,Education_morning,Education_afternoon,Education_evening
114,"35cb8808-4742-46b2-b9d9-fa15d73391f9",0.321665,0.232494,0.445841,0.174,0.260325,0.565675,0.116,0.17355,0.71045,0.116,0.17355,0.71045,0.133873,0.175518,0.690609,0.133873,0.175518,0.690609,0.133873,0.175518,0.690609,0.182169,0.225141,0.59269,0.182169,0.225141,0.59269,0.182169,0.225141,0.59269,0.182169,0.225141,0.59269,0.182169,0.225141,0.59269,0.182169,0.225141,0.59269,0.182169,0.225141,0.59269,0.182169,0.225141,0.59269
115,"7f09cdf6-5bda-4a4f-ae9b-213adafe406f",0.418483,0.211109,0.370408,0.363902,0.404818,0.23128,0.363902,0.404818,0.23128,0.363902,0.404818,0.23128,0.575935,0.269879,0.154186,0.575935,0.269879,0.154186,0.431951,0.452409,0.11564,0.431951,0.452409,0.11564,0.431951,0.452409,0.11564,0.431951,0.452409,0.11564,0.431951,0.452409,0.11564,0.431951,0.452409,0.11564,0.431951,0.452409,0.11564,0.431951,0.452409,0.11564,0.431951,0.452409,0.11564
116,"3ff62f89-d91d-4cc9-9c0d-290944531ab8",0.080872,0.579153,0.339975,0.041849,0.302145,0.656007,0.041849,0.302145,0.656007,0.041849,0.302145,0.656007,0.027899,0.533879,0.438222,0.020924,0.54364,0.435436,0.020924,0.54364,0.435436,0.01395,0.514958,0.471092,0.011957,0.58425,0.403793,0.064522,0.540772,0.394706,0.064522,0.540772,0.394706,0.064522,0.540772,0.394706,0.064522,0.540772,0.394706,0.064522,0.540772,0.394706,0.064522,0.540772,0.394706
117,"2d5ca692-eb38-4b64-980c-8213b85ed008",0.061483,0.579775,0.358742,0.048,0.683917,0.268084,0.033319,0.6129,0.353781,0.024989,0.545663,0.429348,0.033943,0.557094,0.408963,0.078711,0.464245,0.457045,0.153317,0.440405,0.406278,0.102211,0.46027,0.437519,0.094349,0.424865,0.480786,0.123211,0.415624,0.461165,0.108484,0.380052,0.511464,0.102252,0.373113,0.524635,0.102252,0.373113,0.524635,0.102252,0.373113,0.524635,0.102252,0.373113,0.524635
118,"54b8151d-3b5c-4515-8682-d9ff41ab1c5f",0.963981,0.02092,0.015099,0.497279,0.169985,0.332737,0.497279,0.169985,0.332737,0.41082,0.181524,0.407656,0.428397,0.170167,0.401436,0.350042,0.300293,0.349665,0.256443,0.430231,0.313326,0.29157,0.469476,0.238955,0.29157,0.469476,0.238955,0.293569,0.44707,0.259362,0.319964,0.405524,0.274512,0.30504,0.398622,0.296337,0.30504,0.398622,0.296337,0.30504,0.398622,0.296337,0.30504,0.398622,0.296337
119,"20bf17fd-aef4-40eb-99fb-b63a43fa534a",0.227355,0.021705,0.75094,0.122504,0.261977,0.615519,0.152016,0.308159,0.539825,0.261231,0.250164,0.488605,0.241915,0.315609,0.442476,0.208435,0.264639,0.526927,0.16394,0.292644,0.543417,0.102556,0.304864,0.592581,0.09523,0.353236,0.551534,0.089808,0.331564,0.578629,0.084195,0.373341,0.542464,0.079242,0.35138,0.569378,0.079242,0.35138,0.569378,0.079242,0.35138,0.569378,0.079242,0.35138,0.569378
120,"d627eede-1b7b-4876-ab25-1ff42ae0280f",0.285644,0.263553,0.450802,0.307271,0.249416,0.443313,0.213883,0.22685,0.559267,0.209062,0.371487,0.41945,0.327132,0.306609,0.366259,0.327132,0.306609,0.366259,0.27261,0.422174,0.305216,0.363566,0.275756,0.360678,0.363566,0.275756,0.360678,0.363566,0.275756,0.360678,0.380166,0.291786,0.328047,0.407535,0.25995,0.332515,0.407535,0.25995,0.332515,0.407535,0.25995,0.332515,0.407535,0.25995,0.332515
121,"b509fbbc-eeea-43f6-b8c0-53e82b70aeed",0.060209,0.164489,0.775302,0.045849,0.142849,0.811302,0.04702,0.285492,0.667488,0.035265,0.456878,0.507858,0.033744,0.403844,0.562412,0.042099,0.392129,0.565772,0.055937,0.309361,0.634702,0.136079,0.210295,0.653626,0.136079,0.210295,0.653626,0.14934,0.201965,0.648695,0.14934,0.201965,0.648695,0.14934,0.201965,0.648695,0.138673,0.253461,0.607866,0.138673,0.253461,0.607866,0.138673,0.253461,0.607866
122,"2697121b-b81c-48aa-b133-e097208b2b42",0.161094,0.576977,0.261929,0.143694,0.662031,0.194275,0.161403,0.655907,0.18269,0.262694,0.589411,0.147895,0.255944,0.620555,0.123501,0.255604,0.607531,0.136865,0.274351,0.584383,0.141266,0.196072,0.64132,0.162608,0.19028,0.593134,0.216586,0.19028,0.593134,0.216586,0.248117,0.550767,0.201116,0.221489,0.543013,0.235498,0.221489,0.543013,0.235498,0.221489,0.543013,0.235498,0.221489,0.543013,0.235498
123,"ee840f5f-e0fe-4a43-8202-6dd6c63ed0a2",0.175104,0.236969,0.587927,0.099163,0.132983,0.767854,0.24631,0.096089,0.657602,0.184732,0.094469,0.720799,0.158625,0.077782,0.763593,0.158625,0.077782,0.763593,0.158625,0.077782,0.763593,0.119542,0.089127,0.791331,0.104599,0.077986,0.817415,0.092977,0.069321,0.837702,0.090738,0.113919,0.795342,0.090738,0.113919,0.795342,0.173398,0.103563,0.723039,0.173398,0.103563,0.723039,0.173398,0.103563,0.723039
124,"a77714ce-46c4-4332-8e17-bd2290b5c684",0.49054,0.208705,0.300755,0.396899,0.310836,0.292265,0.414573,0.35264,0.232787,0.497593,0.327817,0.17459,0.550299,0.270348,0.179353,0.534454,0.294621,0.170925,0.534454,0.294621,0.170925,0.549997,0.331042,0.118961,0.549997,0.331042,0.118961,0.549997,0.331042,0.118961,0.541664,0.359202,0.099134,0.576921,0.331571,0.091509,0.607141,0.307887,0.084972,0.607141,0.307887,0.084972,0.607141,0.307887,0.084972
125,"0292cdba-85c9-4dc6-8b9e-079f15a49a3b",0.259137,0.431629,0.309233,0.357364,0.312417,0.330219,0.377114,0.267553,0.355333,0.439831,0.242453,0.317715,0.432702,0.215753,0.351546,0.432702,0.215753,0.351546,0.517428,0.179794,0.302778,0.522382,0.213083,0.264536,0.508877,0.195326,0.295797,0.546656,0.180301,0.273044,0.524741,0.200362,0.274897,0.585397,0.168377,0.246225,0.585397,0.168377,0.246225,0.585397,0.168377,0.246225,0.585397,0.168377,0.246225
126,"544ef295-33ea-4dad-8eed-2d1ca2d1112d",0.289207,0.340827,0.369965,0.206429,0.363166,0.430405,0.250204,0.26652,0.483276,0.187653,0.44989,0.362457,0.187653,0.44989,0.362457,0.238333,0.382606,0.379061,0.269232,0.330661,0.400107,0.29179,0.202153,0.506057,0.29179,0.202153,0.506057,0.29179,0.202153,0.506057,0.29179,0.202153,0.506057,0.320752,0.199184,0.480064,0.320752,0.199184,0.480064,0.320752,0.199184,0.480064,0.320752,0.199184,0.480064
127,"f546693d-ce5d-4af6-8dbe-0fe090954ab7",0.193461,0.549356,0.257183,0.181745,0.65637,0.161885,0.160002,0.551306,0.288692,0.163049,0.578014,0.258937,0.132769,0.605697,0.261533,0.132769,0.605697,0.261533,0.184161,0.597895,0.217944,0.157852,0.512481,0.329667,0.157852,0.512481,0.329667,0.138121,0.573421,0.288458,0.138121,0.573421,0.288458,0.138121,0.573421,0.288458,0.138121,0.573421,0.288458,0.138121,0.573421,0.288458,0.138121,0.573421,0.288458
128,"6214d163-4333-4334-82b6-50ea6bf20b93",0.19039,0.359986,0.449624,0.247417,0.267892,0.484691,0.287833,0.274576,0.437591,0.296408,0.271936,0.431656,0.265856,0.30698,0.427163,0.265856,0.30698,0.427163,0.217578,0.435364,0.347058,0.234895,0.293112,0.471993,0.234895,0.293112,0.471993,0.23794,0.29106,0.471,0.251735,0.275356,0.472909,0.264879,0.289076,0.446045,0.264879,0.289076,0.446045,0.264879,0.289076,0.446045,0.264879,0.289076,0.446045
129,"94d19c72-a97f-46b2-b31a-7c8b2d904a79",0.904819,0.080171,0.01501,0.582149,0.215596,0.202255,0.572852,0.166926,0.260222,0.572852,0.166926,0.260222,0.458199,0.317273,0.224528,0.458199,0.317273,0.224528,0.366559,0.253819,0.379622,0.451797,0.272065,0.276138,0.506617,0.244859,0.248524,0.506617,0.244859,0.248524,0.506617,0.244859,0.248524,0.506617,0.244859,0.248524,0.506617,0.244859,0.248524,0.506617,0.244859,0.248524,0.460561,0.222599,0.31684
130,"7e3582ae-34c9-4e06-a28c-2fd76d881ff5",0.24618,0.42253,0.33129,0.256116,0.294402,0.449482,0.271579,0.30396,0.424462,0.203684,0.22797,0.568346,0.162947,0.208857,0.628195,0.162947,0.208857,0.628195,0.137052,0.33644,0.526508,0.109884,0.296993,0.593123,0.171516,0.286947,0.541537,0.171516,0.286947,0.541537,0.171516,0.286947,0.541537,0.246175,0.239184,0.514641,0.24021,0.279458,0.480332,0.24021,0.279458,0.480332,0.24021,0.279458,0.480332
131,"aaa821ff-477a-48fe-9c65-86c394d038d1",0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
132,"3a82f670-630a-487c-8449-0603c288d7c3",0.580086,0.133072,0.286842,0.33539,0.08009,0.584519,0.243805,0.064466,0.691729,0.182854,0.048349,0.768797,0.180971,0.039701,0.779328,0.180971,0.039701,0.779328,0.150809,0.033084,0.816107,0.191103,0.064008,0.744889,0.191103,0.064008,0.744889,0.183212,0.071317,0.745471,0.192738,0.123914,0.683348,0.187997,0.14493,0.667073,0.187997,0.14493,0.667073,0.187997,0.14493,0.667073,0.187997,0.14493,0.667073
133,"851ea925-ab15-494b-9b03-037fdc88569c",0.226486,0.222703,0.550811,0.195412,0.340133,0.464455,0.241803,0.350296,0.407901,0.407337,0.276668,0.315995,0.464967,0.240967,0.294066,0.464967,0.240967,0.294066,0.414688,0.278793,0.306519,0.347675,0.318153,0.334172,0.412908,0.286337,0.300755,0.412908,0.286337,0.300755,0.360619,0.346891,0.29249,0.380531,0.332883,0.286586,0.380531,0.332883,0.286586,0.380531,0.332883,0.286586,0.380531,0.332883,0.286586
134,"ce09776c-d36f-4bc9-818f-dbf38c17b553",0.389722,0.274814,0.335465,0.31605,0.312572,0.371377,0.36746,0.339587,0.292954,0.36746,0.339587,0.292954,0.299708,0.415228,0.285064,0.299708,0.415228,0.285064,0.299708,0.415228,0.285064,0.272282,0.442497,0.285221,0.233385,0.379283,0.387332,0.233385,0.379283,0.387332,0.291035,0.354773,0.354192,0.259203,0.447665,0.293132,0.259203,0.447665,0.293132,0.259203,0.447665,0.293132,0.259203,0.447665,0.293132
135,"f1650b04-88a2-486d-a3bd-012a1d390050",0.270693,0.341547,0.38776,0.597242,0.187853,0.214905,0.506755,0.194496,0.298749,0.42256,0.250766,0.326674,0.418262,0.200819,0.380919,0.418262,0.200819,0.380919,0.418262,0.200819,0.380919,0.363738,0.1448,0.491463,0.363738,0.1448,0.491463,0.363738,0.1448,0.491463,0.363738,0.1448,0.491463,0.263177,0.103075,0.633747,0.239252,0.184614,0.576134,0.239252,0.184614,0.576134,0.239252,0.184614,0.576134
136,"c069777f-825e-4516-9cb7-47b5bb4e62ee",0.099927,0.55334,0.346733,0.160141,0.479281,0.360578,0.286561,0.431135,0.282304,0.373208,0.372255,0.254537,0.363403,0.346334,0.290263,0.363403,0.346334,0.290263,0.402431,0.390238,0.207331,0.388987,0.29571,0.315303,0.388987,0.29571,0.315303,0.388987,0.29571,0.315303,0.388987,0.29571,0.315303,0.388987,0.29571,0.315303,0.388987,0.29571,0.315303,0.388987,0.29571,0.315303,0.388987,0.29571,0.315303
137,"83d9dca1-d698-4453-bda3-f3733ef8d406",0.031624,0.003436,0.96494,0.018443,0.009107,0.97245,0.012295,0.081068,0.906637,0.012295,0.081068,0.906637,0.009222,0.168899,0.82188,0.009222,0.168899,0.82188,0.009222,0.168899,0.82188,0.006148,0.14788,0.845973,0.006148,0.14788,0.845973,0.006148,0.14788,0.845973,0.006148,0.14788,0.845973,0.005269,0.269611,0.72512,0.005269,0.269611,0.72512,0.005269,0.269611,0.72512,0.005269,0.269611,0.72512
138,"fc87af94-432d-49cc-afc0-fcfc2203f48f",0.560148,0.286227,0.153625,0.517292,0.271977,0.210732,0.489402,0.236013,0.274585,0.617052,0.17701,0.205939,0.525992,0.168163,0.305845,0.525992,0.168163,0.305845,0.528981,0.179714,0.291305,0.452205,0.272981,0.274814,0.472459,0.24265,0.284891,0.478513,0.253108,0.26838,0.435011,0.251005,0.313983,0.456506,0.255676,0.287818,0.456506,0.255676,0.287818,0.456506,0.255676,0.287818,0.456506,0.255676,0.287818
